name,list_id,country,entity_type,address,remarks
"LADOZHSKI ELEVATOR, OAO",20665,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1022304972029; Tax ID No. 2356007563; Government Gazette Number 26370125; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK."
"LAZURNAYA, OOO",19685,,COMPANY,,"Website www.lazurnaya.ru; Email Address res@lazurnaya.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1132367004989; Tax ID No. 2319070831; Government Gazette Number 10077966; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'LAZURNAYA'; Linked To: PUBLIC JOINT STOCK COMPANY GAZPROM."
LENGIPRONEFTEKHIM OOO,23552,,COMPANY,,"Email Address lgnch@lgnch.spb.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1057803105755 (Russia); Tax ID No. 7810327462 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
LEON TECHNOLOGY COMPANY LIMITED,33894,,COMPANY,,"Equity Ticker 300603 CN; Issuer Name Leon Technology Co., Ltd.; ISIN CNE100002Q17; Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 916501002999341738 (China); a.k.a. 'LEON TECHNOLOGY'."
"LESPROMPROTSESSING, ZAO",20003,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1077764064905 (Russia); Government Gazette Number 84130506; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: BM BANK JSC."
LIMITED LIABILITY COMPANY ACTIVE BUSINESS CONSULT,18748,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1137746390572 (Russia); Tax ID No. 7736659589 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'ABC LLC'; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
LIMITED LIABILITY COMPANY SBERBANK CAPITAL,18669,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID 1087746887678 (Russia); Tax ID No. 7736581290 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
LIMITED LIABILITY COMPANY SBERBANK FINANCIAL COMPANY,18744,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID 1107746399903 (Russia); Tax ID No. 7736617998 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
LIMITED LIABILITY COMPANY SBERBANK INSURANCE BROKER,18751,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID 1147746683468 (Russia); Tax ID No. 7706810730 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
LIMITED LIABILITY COMPANY SBERBANK INVESTMENTS,18708,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Tax ID No. 5039441 (Russia); Registration Number 1105032007761 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
LIMITED LIABILITY COMPANY VTB DC,18731,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 2011; Registration Number 5117746058733 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
LLC BALTECH,19992,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Organization Established Date 16 Dec 2004; Tax ID No. 7840309622 (Russia); Registration Number 1047855168140 (Russia); For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: BM BANK JSC."
LLC INFRASTRUCTURE MOLZHANINOVO,18281,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7733109347 (Russia); Registration Number 1027739071337 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
LLC SOVREMENNYE TECHNOLOGII,18745,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1037708040468 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
LUKOIL OAO,17248,,COMPANY,,"Website www.lukoil.ru; Email Address info@lukoil.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1027700035769 (Russia); Tax ID No. 7708004767 (Russia); Government Gazette Number 00044434 (Russia); Legal Entity Number 549300LCJ1UJXHYBWI24; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives."
"MAJDALAWI, Jamil",9714,,INDIVIDUAL,,PFLP.
"MALOROSSISKI ELEVATOR, OAO",20669,,COMPANY,,"Email Address 72307@mail.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1022304872754; Tax ID No. 2354003059; Government Gazette Number 00940708; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK."
"MANSOUR, Muna Salim Saleh",9655,,INDIVIDUAL,,DOB 1961.
"MANSOUR, Yasser Daoud",9643,,INDIVIDUAL,,"DOB 1967; POB Nablus, West Bank."
"MARTELLY, Michel Joseph",50476,,INDIVIDUAL,,"DOB 12 Feb 1961; POB Port-au-Prince, Haiti; nationality Haiti; Gender Male; Executive Order 14059 information: Prohibition on any transactions in foreign exchange that are subject to the jurisdiction of the United States and in which this target has any interest; alt. Executive Order 14059 information: Prohibition on any United States financial institution from making loans or providing credit to this target; alt. Executive Order 14059 information: Prohibition on any United States person from investing in or purchasing significant amounts of equity or debt instruments of this target; Driver's License No. M634550610520 (United States); National ID No. 0032768386 (Haiti); a.k.a. 'Sweet Micky'."
"MATAR, Omar Mahmoud",9654,,INDIVIDUAL,,DOB 1958.
MEDIA-INVEST OOO,23557,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1077762407580 (Russia); Tax ID No. 7704667322 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
MEGVII TECHNOLOGY LIMITED,33091,,COMPANY,,Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021.
"MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA, AO",20006,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027714019772 (Russia); Tax ID No. 7714283773 (Russia); Government Gazette Number 59709936 (Russia); For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: BM BANK JSC."
MINISTRY OF FINANCE OF THE RUSSIAN FEDERATION,31694,,COMPANY,,"Target Type Government Entity; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 1a - As of the effective date, participation in the secondary market for ruble or non-ruble denominated bonds issued on or after the effective date by the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation is prohibited.; alt. Executive Order 14024 Directive Information Subject to Directive 4 - any transaction involving the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation, including any transfer of assets to such entities or any foreig"
"MUBARAK, Ahmad 'Abd al-Aziz",9685,,INDIVIDUAL,,DOB 1962; HAMAS - Ramallah.
MULTICARTA,18738,,COMPANY,,"Website www.multicarta.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739116404 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
"MUSLEH, Mahmoud",9684,,INDIVIDUAL,,"DOB 1941; POB Haifa, Israel; HAMAS - Ramallah."
MYANMA OIL AND GAS ENTERPRISE,46072,,COMPANY,,"Organization Established Date 1963; Organization Type: Extraction of crude petroleum; Target Type State-Owned Enterprise; Executive Order 14014 Directive Information: Subject to Directive 1 - As of the effective date, the provision, exportation, or reexportation, directly or indirectly, of financial services to or for the benefit of Myanma Oil and Gas Enterprise (MOGE) or its property or interests in property is prohibited.; alt. Executive Order 14014 Directive Information: For more information on directives, please visit the following link: https://ofac.treasury.gov/sanctions-programs-and-country-information/burma#directives; Listing Date (EO 14014 Directive 1): 31 Oct 2023; Effective Date (EO 14014 Directive 1): 15 Dec 2023; a.k.a. 'MOGE'; a.k.a. 'M.O.G.E.'."
MZ MAYAK OAO,18817,,COMPANY,,"Website http://www.mzmayak.ru; Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Tax ID No. 7719024042; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
NAGELFAR TRADE AND INVEST LIMITED,20318,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
"NAJJAR, Khamis",9698,,INDIVIDUAL,,DOB 1949; POB Khan Younis; HAMAS - Khan Younis.
NANJING PANDA ELECTRONICS COMPANY LIMITED,32128,,COMPANY,,Equity Ticker 600775 CN; alt. Equity Ticker 00553 HK; alt. Equity Ticker NNJ DE; Issuer Name Nanjing Panda Electr. Co. Ltd.; alt. Issuer Name Nanjing Panda Electronic Co. Ltd; alt. Issuer Name Nanjing Panda Electronics Company Limited; ISIN CNE1000003T4; alt. ISIN CN0009003921; alt. ISIN CNE000000NB7; alt. ISIN CN0005815195; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91320100134974572K (China).
NATIONAL WEALTH FUND OF THE RUSSIAN FEDERATION,31693,,COMPANY,,"Target Type Government Entity; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 1a - As of the effective date, participation in the secondary market for ruble or non-ruble denominated bonds issued on or after the effective date by the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation is prohibited.; alt. Executive Order 14024 Directive Information Subject to Directive 4 - any transaction involving the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation, including any transfer of assets to such entities or any foreig"
NEFT-AKTIV LLC,18297,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY."
NETPOSA TECHNOLOGIES LIMITED,33895,,COMPANY,,"Equity Ticker 300367 CN; Issuer Name NetPosa Technologies, Ltd.; ISIN CNE100001S40; Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 91110000721497432T (China)."
NEW FINANCIAL TECHNOLOGIES OOO,20301,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739195692; Tax ID No. 7736144212; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
"NIIGAZEKONOMIKA, OOO",19470,,COMPANY,,"Website niigazeconomika.gazprom.ru; Email Address econmg@gazprom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739345842; Tax ID No. 7701022125; Government Gazette Number 47588503; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY GAZPROM."
"NOFAL, Imad Mahmoud",9653,,INDIVIDUAL,,DOB 1970.
"NORTH NAVIGATION CONTROL TECHNOLOGY CO., LTD.",32130,,COMPANY,,"Equity Ticker 600435 CN; Issuer Name Beijing North Phenix Intelligence Technology Co., Ltd; ISIN CNE000001F88; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911100007226144851 (China)."
"NOVATEK SEVERO-ZAPAD, OOO",20678,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 5067847486229 (Russia); Government Gazette Number 96782616 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-CHELYABINSK, OOO",20683,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1107404003376; Tax ID No. 7404056114; Government Gazette Number 68628371; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-KOSTROMA, OOO",20685,,COMPANY,,"Website http://www.kostroma.novatek.ru/; Email Address p.marchenko@gas-kostroma.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1024400511794; Tax ID No. 4401017834; Government Gazette Number 50101120; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-PERM, OOO",20681,,COMPANY,,"Email Address info@perm.novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1105904008297; Tax ID No. 5904230529; Government Gazette Number 65136070; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-PUROVSKI ZPK, OOO",20679,,COMPANY,,"Email Address comon@zpk.novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1048900851515; Tax ID No. 8911020197; Government Gazette Number 73157577; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-TARKOSALENEFTEGAZ, OOO",20677,,COMPANY,,"Email Address global@tsng.novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1058901201920; Tax ID No. 8911020768; Government Gazette Number 33589611; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-TRANSERVIS, OOO",20680,,COMPANY,,"Email Address novatek-ts@ts.novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1036301402576; Tax ID No. 6330024410; Government Gazette Number 14563310; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-UST-LUGA, OOO",20675,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1074707002457; Tax ID No. 4707026057; Government Gazette Number 80675261; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"NOVATEK-YARSALENEFTEGAZ, OOO",20684,,COMPANY,,"Email Address v.solovyh@novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1138901001194; Tax ID No. 8901028126; Government Gazette Number 27013953; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
NOVGORODNEFTEPRODUCT OOO,23562,,COMPANY,,"Email Address office@nnp.surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1025300788644 (Russia); Tax ID No. 5321059365 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
"NPF TRANSNEFT, AO",22400,,COMPANY,,"Website npf-transneft.ru; Email Address mail@npf-transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1157700011017 (Russia); Tax ID No. 9705044356 (Russia); Government Gazette Number 54769346 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
NPF VTB PENSION FUND JOINT STOCK COMPANY,18734,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; Registration ID 1147799014692 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
NPK TEKHMASH OAO,18772,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 06 Apr 2011; Registration ID 1117746260477 (Russia); Tax ID No. 7743813961 (Russia); Government Gazette Number 91420386 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
"NU'MAN ALAEDDIN, Mohammed Jamal",9642,,INDIVIDUAL,,DOB 1959.
OAO NOVATEK,17064,,COMPANY,,"Email Address novatek@novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1026303117642 (Russia); Government Gazette Number 33556474 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives."
OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA OAO,18819,,COMPANY,,"Website www.uk-odk.ru; Email Address info@uecrus.com; Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1107746081717; Tax ID No. 7731644035; Government Gazette Number 84023868; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'ODK OAO'; Linked To: STATE CORPORATION ROSTEC."
OBIEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM OAO,18781,,COMPANY,,"Website www.oboronprom.com; Email Address oboronprom@oboronprom.ru; Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027718000221; Tax ID No. 7718218951; Government Gazette Number 59067382; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PROMINVEST,18780,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739228857; Tax ID No. 7705422452; Government Gazette Number 58127923; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RT-ENERGOEFFEKTIVNOST,18813,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1107746755258; Tax ID No. 7729663922; Government Gazette Number 68072726; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
